"ano.inicio","edad","estado.civil","raza","nivel.educacion","tipo.trabajo","salud","seguro.medico","log.salario","salario"
2009,46,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",44345689040342,843157688645753
2006,30,"casado","blanca","Master Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2003,33,"soltero","blanca","Algun Curso Universidad","Industrial","buena","no",404921802267018,573525910796177
2007,29,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",465321251377534,104921506533664
2008,32,"casado","blanca","Bachillerato","Servicios","muy buena","si",483250891270624,125525498433836
2007,54,"casado","blanca","Bachillerato","Servicios","buena","si",469019608002851,108874525834712
2005,40,"soltero","negra","Bachillerato","Industrial","buena","si",417609125905568,651108537153447
2005,24,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",469897000433602,109833985642199
2008,30,"separado","blanca","No tiene bachillerato","Industrial","buena","no",426007138798508,708150386167557
2009,49,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",497772360528885,145143601176911
2006,47,"casado","otra","Bachillerato","Industrial","buena","si",46232492903979,10182435207568
2008,25,"soltero","negra","Bachillerato","Industrial","muy buena","no",443136376415899,840459576539924
2007,44,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",490308998699194,134705375118879
2007,41,"divorciado","blanca","No tiene bachillerato","Servicios","buena","si",457978359661681,974932940453934
2005,54,"separado","blanca","Graduado Universitario","Industrial","muy buena","si",504139268515823,15468529299563
2009,59,"casado","blanca","Master Universitario","Servicios","muy buena","si",530102999566398,200543262324662
2003,25,"soltero","blanca","Bachillerato","Industrial","muy buena","no",40899051114394,597342233407467
2009,63,"casado","negra","Master Universitario","Industrial","muy buena","no",451851393987789,916992261117042
2009,49,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",469897000433602,109833985642199
2008,35,"separado","negra","Algun Curso Universidad","Servicios","muy buena","si",474036268949424,114475713290347
2006,24,"soltero","asiatica","Bachillerato","Industrial","buena","no",419312459835446,662294082943902
2003,66,"casado","blanca","Bachillerato","Industrial","buena","si",453147891704226,928958447894966
2008,57,"casado","otra","No tiene bachillerato","Industrial","muy buena","no",454406804435028,940727147457005
2003,47,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",477815125038364,118884359339886
2006,44,"casado","blanca","Graduado Universitario","Industrial","buena","si",488649072517248,132487821126123
2006,56,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",484509804001426,127115743812184
2004,34,"casado","blanca","Bachillerato","Servicios","buena","no",460205999132796,996894636984864
2006,23,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",369897000433602,404056652596845
2008,30,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",492941892571429,138299126920883
2004,38,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","no",463346845557959,102870246933215
2004,43,"casado","negra","No tiene bachillerato","Servicios","muy buena","si",438021124171161,798549003093467
2007,58,"divorciado","blanca","Algun Curso Universidad","Servicios","buena","si",47160033436348,111720849360989
2005,36,"casado","blanca","Bachillerato","Industrial","muy buena","no",413033376849501,62198679430261
2007,48,"soltero","blanca","Bachillerato","Servicios","buena","si",425527250510331,704760196469445
2005,35,"casado","blanca","Bachillerato","Servicios","muy buena","si",445484486000851,860428011301927
2006,22,"soltero","blanca","Bachillerato","Servicios","muy buena","no",460205999132796,996894636984864
2007,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",473239375982297,113567089569751
2004,58,"casado","blanca","No tiene bachillerato","Industrial","buena","no",461278385671974,100764272842107
2003,20,"soltero","blanca","Bachillerato","Servicios","muy buena","no",411394335230684,611875264339915
2007,44,"casado","blanca","Bachillerato","Industrial","muy buena","si",473279569828933,11361274572643
2003,50,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",490308998699194,134705375118879
2009,55,"casado","blanca","Bachillerato","Industrial","muy buena","si",46532318153234,104923531700709
2003,39,"soltero","blanca","Bachillerato","Servicios","muy buena","si",469897000433602,109833985642199
2008,32,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",562321723414596,276778413321176
2008,50,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",5,148413159102577
2009,24,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",5,148413159102577
2009,53,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",469897000433602,109833985642199
2003,35,"casado","blanca","Bachillerato","Servicios","buena","no",439794000867204,812832532842527
2003,25,"soltero","blanca","No tiene bachillerato","Servicios","muy buena","si",438021124171161,798549003093467
2006,24,"soltero","asiatica","Graduado Universitario","Industrial","muy buena","si",469897000433602,109833985642199
2005,57,"separado","blanca","Graduado Universitario","Industrial","muy buena","si",5,148413159102577
2005,43,"casado","blanca","No tiene bachillerato","Servicios","buena","si",417609125905568,651108537153447
2009,33,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",448072537898849,882986994723057
2005,40,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",451851393987789,916992261117042
2008,39,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",430102999566398,737757432746946
2004,32,"casado","blanca","Master Universitario","Servicios","muy buena","si",425527250510331,704760196469445
2005,48,"divorciado","blanca","Graduado Universitario","Servicios","muy buena","si",485733249643127,128680488220624
2004,29,"casado","blanca","Master Universitario","Industrial","muy buena","si",454406804435028,940727147457005
2005,35,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","si",45910646070265,985993438603892
2004,41,"casado","blanca","Bachillerato","Industrial","muy buena","si",489209460269048,133232350826567
2009,52,"casado","blanca","Bachillerato","Industrial","muy buena","si",490308998699194,134705375118879
2005,50,"casado","blanca","Bachillerato","Industrial","buena","no",451851393987789,916992261117042
2004,35,"casado","asiatica","Graduado Universitario","Servicios","muy buena","no",507913781442782,160635498596854
2007,27,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",460205999132796,996894636984864
2004,57,"casado","blanca","Master Universitario","Industrial","buena","si",474036268949424,114475713290347
2004,48,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",457978359661681,974932940453934
2009,41,"divorciado","negra","Algun Curso Universidad","Servicios","buena","si",45854607295085,980483505056004
2005,59,"casado","blanca","Master Universitario","Servicios","muy buena","si",465321251377534,104921506533664
2003,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",469897000433602,109833985642199
2005,54,"divorciado","blanca","Bachillerato","Servicios","buena","si",489209460269048,133232350826567
2003,34,"casado","blanca","Master Universitario","Industrial","muy buena","si",477815125038364,118884359339886
2009,43,"soltero","blanca","Bachillerato","Servicios","buena","si",430102999566398,737757432746946
2003,43,"divorciado","negra","Graduado Universitario","Servicios","muy buena","si",465321251377534,104921506533664
2003,62,"viudo","blanca","No tiene bachillerato","Industrial","buena","no",412762304959803,620303046060726
2006,45,"soltero","blanca","Bachillerato","Servicios","muy buena","no",457978359661681,974932940453934
2004,40,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",498227123303957,145805163374625
2003,33,"casado","blanca","Bachillerato","Servicios","muy buena","si",441497334797082,826796372966372
2005,45,"casado","blanca","Master Universitario","Servicios","buena","si",5,148413159102577
2009,21,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","no",390308998699194,495553381215226
2009,54,"casado","asiatica","No tiene bachillerato","Industrial","buena","no",430102999566398,737757432746946
2003,43,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",430102999566398,737757432746946
2004,54,"casado","blanca","Graduado Universitario","Industrial","buena","si",484509804001426,127115743812184
2004,35,"casado","blanca","No tiene bachillerato","Industrial","buena","si",469897000433602,109833985642199
2008,23,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",412057393120585,615945831752282
2006,61,"viudo","blanca","Bachillerato","Industrial","muy buena","si",471349054309394,111440469567068
2004,51,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","si",492941892571429,138299126920883
2006,43,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",484509804001426,127115743812184
2003,20,"soltero","blanca","Bachillerato","Industrial","muy buena","no",432221929473392,753556793180091
2007,51,"casado","otra","Algun Curso Universidad","Industrial","muy buena","si",493449845124357,13900340805947
2009,65,"casado","blanca","Bachillerato","Servicios","buena","si",477815125038364,118884359339886
2009,37,"casado","blanca","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2008,24,"soltero","blanca","Bachillerato","Industrial","muy buena","no",419318027356535,662330957333126
2003,36,"casado","blanca","Bachillerato","Industrial","buena","si",429446622616159,732930820722881
2005,45,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",48750612633917,130982177377461
2008,33,"casado","blanca","Master Universitario","Servicios","muy buena","si",562321723414596,276778413321176
2009,36,"divorciado","blanca","Bachillerato","Industrial","buena","no",446487687145819,869103277389946
2004,32,"casado","blanca","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2009,45,"casado","blanca","Bachillerato","Industrial","muy buena","si",477815125038364,118884359339886
2003,51,"casado","blanca","Bachillerato","Industrial","muy buena","no",465321251377534,104921506533664
2005,33,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",491907809237607,136876367635184
2003,47,"divorciado","blanca","Algun Curso Universidad","Industrial","buena","si",443136376415899,840459576539924
2003,37,"casado","blanca","Master Universitario","Servicios","muy buena","si",527875360095283,196125272594255
2008,41,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",479934054945358,121430313822622
2005,23,"soltero","blanca","Bachillerato","Servicios","muy buena","no",456848333727166,963977959023552
2009,57,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",485733249643127,128680488220624
2006,61,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2007,47,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",444715803134222,853839403789827
2003,29,"casado","asiatica","Graduado Universitario","Servicios","muy buena","si",447712125471966,879810327856054
2005,37,"casado","blanca","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2005,57,"casado","blanca","Bachillerato","Industrial","buena","si",5,148413159102577
2004,39,"soltero","blanca","Master Universitario","Servicios","buena","no",439794000867204,812832532842527
2007,59,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",498227123303957,145805163374625
2007,31,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",500432137378264,149055895589404
2009,26,"soltero","blanca","Bachillerato","Industrial","buena","no",457978359661681,974932940453934
2009,51,"casado","blanca","Bachillerato","Industrial","muy buena","si",477085201164214,118019753340006
2006,38,"casado","blanca","Bachillerato","Industrial","buena","no",460205999132796,996894636984864
2006,51,"casado","blanca","Graduado Universitario","Servicios","buena","no",477815125038364,118884359339886
2004,50,"casado","blanca","Bachillerato","Servicios","muy buena","si",438021124171161,798549003093467
2005,32,"casado","blanca","Master Universitario","Industrial","muy buena","si",477815125038364,118884359339886
2007,38,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2005,49,"casado","blanca","Bachillerato","Industrial","muy buena","si",517609125905568,176989650489877
2005,40,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",430102999566398,737757432746946
2007,60,"casado","asiatica","Master Universitario","Servicios","buena","si",504139268515823,15468529299563
2007,30,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",46232492903979,10182435207568
2003,41,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",48750612633917,130982177377461
2009,32,"soltero","blanca","Algun Curso Universidad","Servicios","buena","si",474036268949424,114475713290347
2009,26,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",466275783168157,105927810775063
2004,41,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",439794000867204,812832532842527
2008,53,"casado","blanca","Bachillerato","Industrial","buena","si",490308998699194,134705375118879
2005,35,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","no",457978359661681,974932940453934
2008,50,"casado","blanca","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2004,43,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",514612803567824,171765132627508
2003,50,"separado","blanca","Bachillerato","Servicios","buena","si",42169572073611,678267871319966
2009,19,"soltero","negra","Bachillerato","Servicios","buena","no",430102999566398,737757432746946
2004,42,"casado","blanca","Bachillerato","Industrial","muy buena","no",451851393987789,916992261117042
2007,53,"casado","asiatica","Bachillerato","Industrial","muy buena","si",420411998265593,669616443217359
2004,22,"soltero","negra","Algun Curso Universidad","Servicios","buena","no",455630250076729,952307125669819
2003,49,"casado","blanca","Bachillerato","Industrial","buena","si",45910646070265,985993438603892
2005,33,"soltero","blanca","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2005,31,"soltero","blanca","Bachillerato","Industrial","buena","si",439794000867204,812832532842527
2004,43,"casado","blanca","No tiene bachillerato","Industrial","buena","si",450514997831991,904819133566401
2009,57,"casado","blanca","Master Universitario","Servicios","muy buena","no",469897000433602,109833985642199
2005,40,"casado","blanca","Master Universitario","Servicios","muy buena","si",5,148413159102577
2003,48,"casado","blanca","Bachillerato","Servicios","muy buena","si",443710021942166,845294690248517
2004,46,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",46232492903979,10182435207568
2009,58,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",465321251377534,104921506533664
2003,50,"casado","blanca","No tiene bachillerato","Industrial","muy buena","si",465321251377534,104921506533664
2005,38,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",460205999132796,996894636984864
2004,33,"soltero","blanca","Master Universitario","Servicios","muy buena","si",461909333062674,101402052302992
2007,52,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",500432137378264,149055895589404
2004,48,"casado","blanca","No tiene bachillerato","Industrial","buena","no",430102999566398,737757432746946
2006,53,"casado","blanca","Master Universitario","Servicios","muy buena","no",507918124604763,160642475408263
2008,37,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2007,43,"casado","blanca","Bachillerato","Industrial","muy buena","no",478252278729839,119405204322401
2008,54,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",468124123737559,107903923866876
2004,41,"casado","blanca","Master Universitario","Servicios","muy buena","si",504257551244019,154868367231559
2005,57,"casado","blanca","Graduado Universitario","Industrial","buena","no",432221929473392,753556793180091
2007,54,"casado","blanca","Master Universitario","Industrial","muy buena","si",477524625974024,118539502533774
2009,25,"divorciado","blanca","Bachillerato","Industrial","buena","si",434242268082221,768936025176112
2003,35,"separado","blanca","No tiene bachillerato","Servicios","muy buena","no",413033376849501,62198679430261
2008,29,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",520411998265593,182020620963512
2009,36,"casado","blanca","Bachillerato","Industrial","muy buena","si",559061783348625,267901086855275
2005,43,"casado","blanca","Graduado Universitario","Industrial","buena","si",495424250943933,14177517233318
2007,41,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",523044892137827,186876677628007
2003,52,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",427875360095283,721504556815713
2005,48,"casado","blanca","Bachillerato","Industrial","buena","no",390308998699194,495553381215226
2003,51,"casado","negra","Bachillerato","Servicios","muy buena","no",439794000867204,812832532842527
2004,55,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2004,37,"casado","blanca","Master Universitario","Servicios","muy buena","no",457978359661681,974932940453934
2007,48,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",47160033436348,111720849360989
2003,42,"casado","blanca","No tiene bachillerato","Industrial","buena","si",46232492903979,10182435207568
2007,43,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",484509804001426,127115743812184
2006,32,"casado","blanca","Bachillerato","Industrial","buena","no",447712125471966,879810327856054
2006,33,"soltero","blanca","Graduado Universitario","Industrial","buena","si",443136376415899,840459576539924
2003,48,"casado","blanca","Bachillerato","Industrial","muy buena","no",436172783601759,783924668009837
2009,20,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","no",383657727484065,463665027412862
2005,43,"casado","blanca","Bachillerato","Industrial","muy buena","si",488930170250631,132860765311572
2003,58,"divorciado","negra","Bachillerato","Servicios","buena","si",412057393120585,615945831752282
2004,38,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",460205999132796,996894636984864
2008,23,"soltero","blanca","Bachillerato","Servicios","muy buena","no",419312459835446,662294082943902
2009,54,"divorciado","blanca","Bachillerato","Industrial","buena","si",469019608002851,108874525834712
2007,66,"casado","blanca","Master Universitario","Industrial","buena","si",460205999132796,996894636984864
2009,47,"casado","blanca","Master Universitario","Servicios","muy buena","si",502938377768521,152838800991182
2003,35,"casado","blanca","Algun Curso Universidad","Servicios","buena","no",434242268082221,768936025176112
2008,39,"casado","blanca","Bachillerato","Industrial","muy buena","si",496378782734556,143134940811134
2005,35,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","si",482994669594164,12520428658029
2006,40,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",432559775286002,75610695863947
2006,41,"casado","asiatica","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2004,40,"casado","blanca","Master Universitario","Servicios","muy buena","si",517609125905568,176989650489877
2006,50,"casado","negra","Bachillerato","Industrial","buena","no",407918124604763,590970640815891
2004,35,"casado","blanca","Bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2009,43,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",455630250076729,952307125669819
2005,26,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",465321251377534,104921506533664
2009,23,"soltero","blanca","Bachillerato","Servicios","muy buena","no",390308998699194,495553381215226
2003,61,"casado","blanca","Master Universitario","Servicios","muy buena","no",48750612633917,130982177377461
2004,24,"soltero","blanca","Graduado Universitario","Servicios","buena","si",377815125038364,437351116779821
2006,66,"casado","negra","Algun Curso Universidad","Servicios","muy buena","si",477815125038364,118884359339886
2006,50,"viudo","blanca","Bachillerato","Industrial","muy buena","si",469897000433602,109833985642199
2005,22,"soltero","blanca","Bachillerato","Servicios","buena","no",431806333496276,750431540173515
2004,62,"casado","negra","Bachillerato","Servicios","buena","si",451851393987789,916992261117042
2003,55,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",466275783168157,105927810775063
2004,41,"casado","blanca","Graduado Universitario","Industrial","muy buena","no",430102999566398,737757432746946
2005,54,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",513672056715641,170156834417801
2009,29,"casado","asiatica","Graduado Universitario","Industrial","muy buena","no",492941892571429,138299126920883
2004,39,"casado","negra","Bachillerato","Industrial","buena","si",46232492903979,10182435207568
2006,71,"divorciado","blanca","Graduado Universitario","Servicios","buena","no",447712125471966,879810327856054
2003,22,"soltero","blanca","Graduado Universitario","Industrial","muy buena","si",436172783601759,783924668009837
2007,48,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",481291335664286,123089699847943
2009,35,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",475587485567249,116265324062503
2003,46,"casado","blanca","Graduado Universitario","Industrial","buena","no",450514997831991,904819133566401
2003,51,"casado","blanca","No tiene bachillerato","Industrial","buena","si",469897000433602,109833985642199
2005,55,"casado","blanca","Bachillerato","Servicios","buena","si",465321251377534,104921506533664
2005,36,"casado","blanca","Bachillerato","Servicios","muy buena","si",477815125038364,118884359339886
2008,57,"casado","blanca","Bachillerato","Industrial","muy buena","no",454406804435028,940727147457005
2005,21,"casado","blanca","Bachillerato","Industrial","muy buena","si",495424250943933,14177517233318
2006,60,"casado","blanca","Master Universitario","Servicios","muy buena","si",485733249643127,128680488220624
2006,41,"soltero","negra","Algun Curso Universidad","Industrial","buena","no",430102999566398,737757432746946
2004,56,"casado","blanca","Graduado Universitario","Servicios","buena","si",493701610746481,139353811767493
2005,32,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",454406804435028,940727147457005
2003,32,"casado","blanca","Bachillerato","Industrial","buena","si",430102999566398,737757432746946
2006,36,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",468124123737559,107903923866876
2006,28,"soltero","blanca","Bachillerato","Industrial","buena","no",416731733474818,645420748732979
2009,60,"casado","blanca","Master Universitario","Servicios","buena","no",492941892571429,138299126920883
2003,41,"casado","blanca","Algun Curso Universidad","Servicios","muy buena","si",449136169383427,892428846644714
2006,55,"casado","blanca","Algun Curso Universidad","Industrial","buena","si",460205999132796,996894636984864
2003,36,"casado","negra","Algun Curso Universidad","Industrial","muy buena","si",469897000433602,109833985642199
2006,46,"soltero","negra","Algun Curso Universidad","Servicios","muy buena","si",450514997831991,904819133566401
2008,62,"casado","blanca","Bachillerato","Industrial","muy buena","no",449415459401844,894924795180001
2006,44,"casado","blanca","Bachillerato","Industrial","muy buena","no",463245729218472,102766280877288
2006,36,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",477815125038364,118884359339886
2004,41,"casado","blanca","Bachillerato","Servicios","muy buena","si",5,148413159102577
2006,22,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",474036268949424,114475713290347
2008,51,"casado","blanca","Master Universitario","Servicios","muy buena","si",486740855652279,129983634818897
2008,57,"casado","blanca","No tiene bachillerato","Servicios","buena","si",470757017609794,110782650276254
2005,55,"casado","blanca","Bachillerato","Servicios","buena","si",474036268949424,114475713290347
2003,36,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",5,148413159102577
2008,43,"casado","blanca","Master Universitario","Servicios","muy buena","si",562321723414596,276778413321176
2003,38,"casado","blanca","Algun Curso Universidad","Servicios","buena","no",317609125905568,239529444789965
2006,27,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","no",464345267648619,10390247060316
2007,32,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",477815125038364,118884359339886
2009,44,"soltero","blanca","No tiene bachillerato","Industrial","buena","no",427230584440209,716867436659172
2008,56,"casado","asiatica","Graduado Universitario","Industrial","muy buena","si",562321723414596,276778413321176
2007,38,"casado","negra","Graduado Universitario","Servicios","muy buena","si",495424250943933,14177517233318
2003,36,"casado","blanca","No tiene bachillerato","Industrial","buena","no",460205999132796,996894636984864
2005,28,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",469019608002851,108874525834712
2005,39,"casado","blanca","Bachillerato","Industrial","muy buena","si",438021124171161,798549003093467
2008,42,"soltero","negra","Bachillerato","Servicios","muy buena","no",436925297501043,789846061809321
2009,51,"casado","blanca","No tiene bachillerato","Industrial","buena","si",441497334797082,826796372966372
2004,55,"casado","negra","Bachillerato","Servicios","buena","si",449415459401844,894924795180001
2007,39,"soltero","blanca","Master Universitario","Servicios","muy buena","si",48750612633917,130982177377461
2003,42,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",469780453269401,109706051812711
2006,33,"casado","negra","Master Universitario","Servicios","muy buena","si",476342799356294,117146816914805
2008,23,"soltero","blanca","Bachillerato","Servicios","buena","si",430102999566398,737757432746946
2003,40,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",439794000867204,812832532842527
2003,40,"casado","blanca","Algun Curso Universidad","Industrial","buena","no",439269695325967,808581959564691
2009,51,"casado","asiatica","Algun Curso Universidad","Industrial","buena","si",468124123737559,107903923866876
2007,76,"casado","asiatica","Graduado Universitario","Industrial","buena","si",434242268082221,768936025176112
2007,57,"divorciado","blanca","Master Universitario","Industrial","buena","si",447712125471966,879810327856054
2003,27,"separado","blanca","Algun Curso Universidad","Industrial","muy buena","si",455630250076729,952307125669819
2005,26,"soltero","negra","Bachillerato","Industrial","muy buena","si",443136376415899,840459576539924
2005,25,"casado","blanca","Bachillerato","Industrial","buena","si",460205999132796,996894636984864
2005,27,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",461909333062674,101402052302992
2004,33,"soltero","blanca","Algun Curso Universidad","Servicios","buena","si",447712125471966,879810327856054
2003,51,"divorciado","blanca","No tiene bachillerato","Industrial","muy buena","si",447712125471966,879810327856054
2005,22,"soltero","blanca","Graduado Universitario","Servicios","muy buena","si",454406804435028,940727147457005
2005,47,"casado","blanca","Bachillerato","Industrial","buena","si",485358871196926,128199636871795
2009,34,"soltero","blanca","Algun Curso Universidad","Servicios","muy buena","si",491645394854993,136517655222436
2008,47,"divorciado","blanca","Algun Curso Universidad","Industrial","muy buena","si",468124123737559,107903923866876
2005,31,"soltero","blanca","Algun Curso Universidad","Industrial","muy buena","si",481291335664286,123089699847943
2005,46,"casado","blanca","Bachillerato","Industrial","buena","si",451851393987789,916992261117042
2006,47,"casado","blanca","Bachillerato","Servicios","muy buena","si",436172783601759,783924668009837
2006,49,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",504139268515823,15468529299563
2003,40,"casado","negra","Graduado Universitario","Industrial","muy buena","si",491381385238372,13615771083723
2004,51,"casado","blanca","No tiene bachillerato","Servicios","muy buena","si",439794000867204,812832532842527
2008,31,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",433445375115093,762832778539642
2003,58,"casado","blanca","Bachillerato","Servicios","muy buena","si",469897000433602,109833985642199
2005,48,"casado","negra","Algun Curso Universidad","Industrial","muy buena","no",44749297859928,877884362154584
2004,54,"divorciado","negra","Graduado Universitario","Industrial","muy buena","si",484509804001426,127115743812184
2007,56,"soltero","blanca","Master Universitario","Servicios","muy buena","no",503742649794062,154072997206315
2007,61,"casado","blanca","Bachillerato","Industrial","buena","si",469897000433602,109833985642199
2009,32,"casado","asiatica","Master Universitario","Industrial","muy buena","si",492941892571429,138299126920883
2007,60,"casado","blanca","Graduado Universitario","Servicios","muy buena","no",510380372095596,164646988930328
2006,42,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",492941892571429,138299126920883
2003,22,"soltero","asiatica","Algun Curso Universidad","Servicios","muy buena","no",380617997398389,449782920272516
2003,46,"casado","blanca","Algun Curso Universidad","Industrial","muy buena","si",467024585307412,106723977625299
2005,53,"casado","blanca","No tiene bachillerato","Servicios","muy buena","si",474036268949424,114475713290347
2008,43,"divorciado","blanca","Graduado Universitario","Industrial","muy buena","si",430102999566398,737757432746946
2009,32,"soltero","blanca","Bachillerato","Industrial","muy buena","si",432221929473392,753556793180091
2009,30,"casado","blanca","Graduado Universitario","Industrial","muy buena","si",495424250943933,14177517233318
2009,50,"soltero","negra","Master Universitario","Servicios","buena","si",469897000433602,109833985642199
2006,40,"casado","blanca","Master Universitario","Servicios","muy buena","si",562689955920852,27779948020565
2009,55,"casado","blanca","No tiene bachillerato","Servicios","muy buena","no",438021124171161,798549003093467
2004,42,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",511394335230684,166324941233877
2004,35,"soltero","blanca","Bachillerato","Industrial","muy buena","si",432221929473392,753556793180091
2004,33,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",46060372331735,100086742317948
2004,33,"casado","blanca","Algun Curso Universidad","Servicios","buena","si",463346845557959,102870246933215
2003,38,"casado","blanca","Bachillerato","Servicios","muy buena","si",477670118398841,118712094053725
2009,41,"casado","blanca","Bachillerato","Servicios","muy buena","si",476342799356294,117146816914805
2009,42,"casado","blanca","Master Universitario","Servicios","muy buena","no",481624129999178,123500017774584
2009,58,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",5,148413159102577
2009,45,"casado","blanca","Bachillerato","Industrial","buena","no",434242268082221,768936025176112
2009,47,"soltero","blanca","Bachillerato","Servicios","muy buena","si",469897000433602,109833985642199
2005,30,"casado","blanca","Bachillerato","Servicios","muy buena","si",466275783168157,105927810775063
2009,34,"casado","blanca","Graduado Universitario","Servicios","muy buena","si",507918124604763,160642475408263
2006,43,"casado","blanca","Master Universitario","Servicios","muy buena","no",500860017176192,149695042068453
2008,58,"separado","blanca","No tiene bachillerato","Industrial","muy buena","si",460205999132796,996894636984864
2009,44,"casado","negra","Algun Curso Universidad","Industrial","buena","no",46532318153234,104923531700709
2005,28,"casado","blanca","No tiene bachillerato","Industrial","muy buena","no",411394335230684,611875264339915
